port,country,locode,lat,lon,rank,global_trade,port_url,port_in_vessels_graph,Port_arrivals_and_departures_graph,container_trade_graph,map
Ras Gharib,EG,EG RAG,28.35,33.1,1239,0,https://www.econdb.com/maritime/ports/async/EG RAG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=EG RAG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=EG RAG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=EG RAG,https://www.econdb.com/maritime/search/?ab=28.3%2C33.050000000000004%2C28.400000000000002%2C33.15&center=28.35%2C33.1
Mailiao,TW,TW MLI,23.7833,120.167,1240,0,https://www.econdb.com/maritime/ports/async/TW MLI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TW MLI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TW MLI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TW MLI,https://www.econdb.com/maritime/search/?ab=23.7333%2C120.117%2C23.8333%2C120.217&center=23.7833%2C120.167
Bogo By,DK,DK BOG,54.56,12.03,1241,0,https://www.econdb.com/maritime/ports/async/DK BOG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK BOG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK BOG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK BOG,https://www.econdb.com/maritime/search/?ab=54.510000000000005%2C11.979999999999999%2C54.61%2C12.08&center=54.56%2C12.03
Newport,US,US NPT,41.5,-71.3333,1242,0,https://www.econdb.com/maritime/ports/async/US NPT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US NPT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US NPT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US NPT,https://www.econdb.com/maritime/search/?ab=41.45%2C-71.38329999999999%2C41.55%2C-71.2833&center=41.5%2C-71.3333
Pozos Colorados,CO,CO POC,11.15,-74.25,1245,0,https://www.econdb.com/maritime/ports/async/CO POC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CO POC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CO POC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CO POC,https://www.econdb.com/maritime/search/?ab=11.1%2C-74.3%2C11.200000000000001%2C-74.2&center=11.15%2C-74.25
Jinzhou Wan,CN,CN JNZ,40.75,121.1,1246,0,https://www.econdb.com/maritime/ports/async/CN JNZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN JNZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN JNZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN JNZ,https://www.econdb.com/maritime/search/?ab=40.7%2C121.05%2C40.8%2C121.14999999999999&center=40.75%2C121.1
Cowichan Bay,CA,CA CCB,48.75,-123.617,1247,0,https://www.econdb.com/maritime/ports/async/CA CCB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA CCB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA CCB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA CCB,https://www.econdb.com/maritime/search/?ab=48.7%2C-123.667%2C48.8%2C-123.56700000000001&center=48.75%2C-123.617
Villa Constitucion,AR,AR VCN,-33.2333,-60.3333,1248,0,https://www.econdb.com/maritime/ports/async/AR VCN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AR VCN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AR VCN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AR VCN,https://www.econdb.com/maritime/search/?ab=-33.2833%2C-60.3833%2C-33.1833%2C-60.283300000000004&center=-33.2333%2C-60.3333
Kingstown,VC,VC KTN,13.16,-61.2248,1250,0,https://www.econdb.com/maritime/ports/async/VC KTN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=VC KTN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=VC KTN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=VC KTN,https://www.econdb.com/maritime/search/?ab=13.11%2C-61.2748%2C13.21%2C-61.174800000000005&center=13.16%2C-61.2248
Isle Of Grain,UK,GB IOG,51.4333,0.7,1251,0,https://www.econdb.com/maritime/ports/async/GB IOG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB IOG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB IOG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB IOG,https://www.econdb.com/maritime/search/?ab=51.383300000000006%2C0.6499999999999999%2C51.4833%2C0.75&center=51.4333%2C0.7
Gaogang,CN,CN GAO,32.2833,119.85,1252,0,https://www.econdb.com/maritime/ports/async/CN GAO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN GAO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN GAO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN GAO,https://www.econdb.com/maritime/search/?ab=32.2333%2C119.8%2C32.333299999999994%2C119.89999999999999&center=32.2833%2C119.85
Quebec,CA,CA QUE,46.8167,-71.2167,1253,0,https://www.econdb.com/maritime/ports/async/CA QUE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA QUE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA QUE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA QUE,https://www.econdb.com/maritime/search/?ab=46.7667%2C-71.2667%2C46.866699999999994%2C-71.1667&center=46.8167%2C-71.2167
Portsmouth Harbour,UK,GB ME,50.8,-1.1,1255,0,https://www.econdb.com/maritime/ports/async/GB ME/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB ME,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB ME,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB ME,https://www.econdb.com/maritime/search/?ab=50.75%2C-1.1500000000000001%2C50.849999999999994%2C-1.05&center=50.8%2C-1.1
Lanshan,CN,CN LSN,30.1,119.367,1256,0,https://www.econdb.com/maritime/ports/async/CN LSN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CN LSN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CN LSN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CN LSN,https://www.econdb.com/maritime/search/?ab=30.05%2C119.31700000000001%2C30.150000000000002%2C119.417&center=30.1%2C119.367
Gourock,UK,GB GUR,55.9592,-4.81688,1257,0,https://www.econdb.com/maritime/ports/async/GB GUR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB GUR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB GUR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB GUR,https://www.econdb.com/maritime/search/?ab=55.909200000000006%2C-4.86688%2C56.0092%2C-4.7668800000000005&center=55.9592%2C-4.81688
Pozzuoli,IT,IT POZ,40.824,14.11,1259,0,https://www.econdb.com/maritime/ports/async/IT POZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT POZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT POZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT POZ,https://www.econdb.com/maritime/search/?ab=40.774%2C14.059999999999999%2C40.873999999999995%2C14.16&center=40.824%2C14.11
Psachna,GR,GR PSA,38.5775,23.6417,1261,0,https://www.econdb.com/maritime/ports/async/GR PSA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR PSA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR PSA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR PSA,https://www.econdb.com/maritime/search/?ab=38.5275%2C23.5917%2C38.6275%2C23.6917&center=38.5775%2C23.6417
Torshavn,FO,FO TOR,62,-6.75,1262,0,https://www.econdb.com/maritime/ports/async/FO TOR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FO TOR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FO TOR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FO TOR,https://www.econdb.com/maritime/search/?ab=61.95%2C-6.8%2C62.05%2C-6.7&center=62.0%2C-6.75
Sorrento,IT,IT RRO,40.6263,14.3758,1265,0,https://www.econdb.com/maritime/ports/async/IT RRO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT RRO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT RRO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT RRO,https://www.econdb.com/maritime/search/?ab=40.5763%2C14.3258%2C40.6763%2C14.4258&center=40.6263%2C14.3758
Yuzhnyy,UA,UA YZE,46.6,31.0167,1266,0,https://www.econdb.com/maritime/ports/async/UA YZE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=UA YZE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=UA YZE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=UA YZE,https://www.econdb.com/maritime/search/?ab=46.550000000000004%2C30.9667%2C46.65%2C31.0667&center=46.6%2C31.0167
Hannan Ko,JP,JP HAN,34.4667,135.35,1267,0,https://www.econdb.com/maritime/ports/async/JP HAN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP HAN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP HAN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP HAN,https://www.econdb.com/maritime/search/?ab=34.416700000000006%2C135.29999999999998%2C34.5167%2C135.4&center=34.4667%2C135.35
Unalaska,US,US UAA,53.8908,-166.536,1268,0,https://www.econdb.com/maritime/ports/async/US UAA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US UAA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US UAA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US UAA,https://www.econdb.com/maritime/search/?ab=53.8408%2C-166.586%2C53.940799999999996%2C-166.486&center=53.8908%2C-166.536
Methil,UK,GB MTH,56.1833,-3,1269,0,https://www.econdb.com/maritime/ports/async/GB MTH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB MTH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB MTH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB MTH,https://www.econdb.com/maritime/search/?ab=56.133300000000006%2C-3.05%2C56.2333%2C-2.95&center=56.1833%2C-3.0
Majuro Atoll,MH,MH MAJ,7.08333,171.383,1270,0,https://www.econdb.com/maritime/ports/async/MH MAJ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MH MAJ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MH MAJ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MH MAJ,https://www.econdb.com/maritime/search/?ab=7.03333%2C171.333%2C7.13333%2C171.43300000000002&center=7.08333%2C171.383
Port De Becancour,CA,CA BEC,46.4,-72.3833,1271,0,https://www.econdb.com/maritime/ports/async/CA BEC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA BEC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA BEC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA BEC,https://www.econdb.com/maritime/search/?ab=46.35%2C-72.4333%2C46.449999999999996%2C-72.33330000000001&center=46.4%2C-72.3833
Niteroi,BR,BR NTR,-22.8833,-43.1167,1272,0,https://www.econdb.com/maritime/ports/async/BR NTR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BR NTR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BR NTR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BR NTR,https://www.econdb.com/maritime/search/?ab=-22.9333%2C-43.1667%2C-22.833299999999998%2C-43.066700000000004&center=-22.8833%2C-43.1167
Puerto De Gandia,ES,ES GAN,39,-0.15,1275,0,https://www.econdb.com/maritime/ports/async/ES GAN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ES GAN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ES GAN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ES GAN,https://www.econdb.com/maritime/search/?ab=38.95%2C-0.2%2C39.05%2C-0.09999999999999999&center=39.0%2C-0.15
Puerto Moin,CR,CR PMN,10,-83.0833,1281,0,https://www.econdb.com/maritime/ports/async/CR PMN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CR PMN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CR PMN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CR PMN,https://www.econdb.com/maritime/search/?ab=9.95%2C-83.13329999999999%2C10.05%2C-83.0333&center=10.0%2C-83.0833
Augusta,IT,IT AUG,37.2167,15.2333,1282,0,https://www.econdb.com/maritime/ports/async/IT AUG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT AUG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT AUG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT AUG,https://www.econdb.com/maritime/search/?ab=37.166700000000006%2C15.1833%2C37.2667%2C15.2833&center=37.2167%2C15.2333
Oro Bay,PG,PG ROR,-8.88333,148.483,1283,0,https://www.econdb.com/maritime/ports/async/PG ROR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PG ROR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PG ROR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PG ROR,https://www.econdb.com/maritime/search/?ab=-8.933330000000002%2C148.433%2C-8.83333%2C148.53300000000002&center=-8.88333%2C148.483
Canaveral Harbor,US,US PCV,28.7,-80.6167,1285,0,https://www.econdb.com/maritime/ports/async/US PCV/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US PCV,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US PCV,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US PCV,https://www.econdb.com/maritime/search/?ab=28.65%2C-80.66669999999999%2C28.75%2C-80.5667&center=28.7%2C-80.6167
Mosterhamn,NO,NO MOS,59.7,5.4,1286,0,https://www.econdb.com/maritime/ports/async/NO MOS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NO MOS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NO MOS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NO MOS,https://www.econdb.com/maritime/search/?ab=59.650000000000006%2C5.3500000000000005%2C59.75%2C5.45&center=59.7%2C5.4
Milos,GR,GR MLO,36.7167,24.45,1288,0,https://www.econdb.com/maritime/ports/async/GR MLO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GR MLO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GR MLO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GR MLO,https://www.econdb.com/maritime/search/?ab=36.666700000000006%2C24.4%2C36.7667%2C24.5&center=36.7167%2C24.45
Donghae,KR,KR TGH,37.29,129.07,1289,0,https://www.econdb.com/maritime/ports/async/KR TGH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=KR TGH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=KR TGH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=KR TGH,https://www.econdb.com/maritime/search/?ab=37.24%2C129.01999999999998%2C37.339999999999996%2C129.12&center=37.29%2C129.07
Alameda,US,US NGZ,37.7833,-122.267,1290,0,https://www.econdb.com/maritime/ports/async/US NGZ/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US NGZ,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US NGZ,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US NGZ,https://www.econdb.com/maritime/search/?ab=37.7333%2C-122.317%2C37.833299999999994%2C-122.217&center=37.7833%2C-122.267
Saldanha Bay,ZA,ZA SDB,-33.0333,17.9667,1291,0,https://www.econdb.com/maritime/ports/async/ZA SDB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ZA SDB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ZA SDB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ZA SDB,https://www.econdb.com/maritime/search/?ab=-33.083299999999994%2C17.9167%2C-32.9833%2C18.0167&center=-33.0333%2C17.9667
Horsens,DK,DK HOR,55.8667,9.85,1294,0,https://www.econdb.com/maritime/ports/async/DK HOR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK HOR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK HOR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK HOR,https://www.econdb.com/maritime/search/?ab=55.816700000000004%2C9.799999999999999%2C55.9167%2C9.9&center=55.8667%2C9.85
Amamapare,ID,ID AMA,-4.81667,136.967,1296,0,https://www.econdb.com/maritime/ports/async/ID AMA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ID AMA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ID AMA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ID AMA,https://www.econdb.com/maritime/search/?ab=-4.86667%2C136.917%2C-4.76667%2C137.01700000000002&center=-4.81667%2C136.967
Kerteminde,DK,DK KTD,55.45,10.6667,1297,0,https://www.econdb.com/maritime/ports/async/DK KTD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DK KTD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DK KTD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DK KTD,https://www.econdb.com/maritime/search/?ab=55.400000000000006%2C10.6167%2C55.5%2C10.716700000000001&center=55.45%2C10.6667
Texas City,US,US TXT,29.3833,-94.9167,1298,0,https://www.econdb.com/maritime/ports/async/US TXT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US TXT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US TXT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US TXT,https://www.econdb.com/maritime/search/?ab=29.333299999999998%2C-94.9667%2C29.4333%2C-94.86670000000001&center=29.3833%2C-94.9167
